name_vacancy,salary,name_company,location_company,location_company_link,required_experience,busyness,description,key_skills,vacancy_url 
Data Engineer (Senior),от 200 000 руб. на руки,DNS Головной офис,"Иркутск, улица Маяковского, 2",https://hh.ru/search/vacancy/map?vacancy_id=47699824&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разработка алгоритмов анализа голосовых данных для собственных продуктов ГК И20. Согласование архитектурных и технических решений с техлидами и продуктовой...Высшее техническое образование (возможно неоконченное). Опыт работы в ИТ-сфере (в качестве разработчика/системного администратора), хороший технический бэкграунд. ",Linux Bash Docker MS SQL PostgreSQL Big Data Data Analysis Git Python Gitla,https://hh.ru/vacancy/47699824?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,Сбер. IT,Москва,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Разработкой ETL процедур. Построением DWH. Миграцией данных.Знание SQL на продвинутом уровне. Знание bash/shell. Знание Apache Spark. Знание Apache Airflow.,,https://hh.ru/vacancy/54569600?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Разработчик ETL/Data Engineer,з/п не указана,Лига Цифровой Экономики,Москва,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Настроить пайплайн автоматической проверки качества данных. Написать скрипты для загрузки новых источников. Перевести штатные процедуры и рутинную работу в Airflow. Высшее профильное (инженерное) образование. Крепкие знания SQL (оптимизация запросов, физические соединения таблиц). Опыт работы с промышленными ETL (SAS DI как...",Python Big Data SQL Machine Learning MS PowerPoint Greenplum Apache Airflow Informatica Power Cente,https://hh.ru/vacancy/55126660?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data scientist / Machine learning engineer (команда CoreML ВКонтакте),з/п не указана,VK,"Гостиный двор, Невский проспект, Санкт-Петербург",https://hh.ru/search/vacancy/map?vacancy_id=50605612&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, гибкий график",Разработка DMP. Улучшение CTR предикта. Контроль подчиненных. Предложение гипотиз и проведение экспериментов.Опыт работы в крупных ad network\adtech. Опыт разработки DMP. Опыт разработки ctr предиктов. Английский язык С1 технический.,Python Spark Big Data PH,https://hh.ru/vacancy/50605612?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer/Support Engineer,з/п не указана,Сбер. IT,"Верхние Котлы, Нагатинская, Москва, Новоданиловская набережная, 10",https://hh.ru/search/vacancy/map?vacancy_id=55219871&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Обрабатывать технические запросы от клиентов, взаимодействуя с ними по почте. Поддерживать полностью прозрачный процесс обработки заявки, как для клиентов, так...Отличное владение русским и английским языками (Advanced). Опыт работы в обслуживании и поддержке клиентов. Аналитическое мышление. Технический бэкграунд. ",,https://hh.ru/vacancy/55219871?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer в области рекомендательных систем,з/п не указана,Сбер. IT,Москва,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Дорогой кандидат, мы - динамично растущая команда экспертов в области построения рекомендательных систем. Наша главная цель - построить современную, масштабируемую платформу, которая будет постоянно предвосхищать и превосходить ожидания пользователей, предоставляя им персонализированный и релевантный контент на всем клиентском пути в экосистеме Сбер. Наша платформа будет обслуживать широкий круг потребителей и строить персональные рекомендации во всех сферах бизнеса, таких как музыка, фильмы, онлайн торговля, медицина, логистика и многих других, которые присутствуют в быстро растущей экосистеме. Если ты мечтаешь поучаствовать в создании такой рекомендательной системы, то тебе к нам! Наша платформа будет обслуживать широкий круг потребителей и строить персональные рекомендации во всех сферах бизнеса, таких как музыка (Звук), фильмы (ОККО), онлайн торговля (СберМаркет, СберМегаМаркет), медицина (еАптека) и многих других, которые присутствуют в быстро растущей экосистеме. Если ты мечтаешь поучаствовать в создании такой рекомендательной системы, то тебе к нам! Интеллектуальное ядро такой системы - это алгоритмы машинного обучения, которые анализируют по-настоящему большие данные, и в реальном времени рассчитывают предпочтения миллионов конечных пользователей. Работая в нашей команде, ты будешь участвовать в исследовании, разработке, тестировании и внедрении самых передовых алгоритмов классического и глубокого обучения в части рекомендаций. Ты получишь опыт внедрения таких алгоритмов в реальной индустриальной экосистеме, начиненной большими данными и работающей с высокими нагрузками при их обработке. Мы ищем: Middle/Senior Data Engineer в команду единой рекомендательной платформы для компаний экосистемы Сбер. Что предстоит делать:  Разработка продакшен-пайплайнов обработки данных; Продуктизация прототипов команды Data Science; Performance оптимизации кода по обработке больших массивов данных или онлайн сервисов рекомендаций с высокой нагрузкой.  Стек технологий:  Для разработки используем: Python, PySpark, Pandas, Redis, PostgreSQL, AirFLow, MLFlow и др. Для организации работы: Jira, Confluence, Git.  Что для нас важно:  Мотивация учиться и развиваться в области рекомендательных систем; Экспертное знание Python; Уверенное знание Spark (и желательно Pandas); Опыт написания промышленных пайплайнов обработки данных, содержащих множество шагов, зависимостей и сложную логику; Опыт использования Airflow (или другого industry-standard оркестраторов пайплайнов, т.к. Luigi, Dagster и т.д.); Хорошее понимание баз данных SQL / NoSQL.  Будет плюсом:  Опыт оптимизации пайплайнов препроцессинга данных под highload; Знание Scala/Java; Опыт работы с рекомендательными системами; Опыт работы с облачными платформами; Опыт работы с Kafka, Flink, Hadoop; Хороший уровень понимания Computer Science алгоритмов.  Мы предлагаем:  Официальное трудоустройство согласно ТК РФ; Белая заработная плата (оклад + годовая премия); Страхование (от несчастных случаев, ДМС); Оздоровительные программы для детей сотрудников; Возможность обучения за счет компании; Выплаты материальной помощи в особых/чрезвычайных случаях; Дисконт-программы от компаний партнеров (фитнес, страхование, туризм); Льготное кредитование; Столовая на территории офиса. ",Python Git SQL Spark PostgreSQ,https://hh.ru/vacancy/55138504?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Junior Data Engineer,от 350 до 900 USD на руки,ООО Скандивеб Бел,Минск,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","When it comes to analytics, the most important factor in determining how accurately a business can scale and make correct marketing decisions is how the accuracy and availability of meaningful data are based. Before data analysis, it must be harvested from the appropriate medium - this is where data engineers come into play. As a Scandiweb data engineer, your main responsibilities include setting up and maintaining user data tracking on eCommerce sites and ensuring truthful data to aggregation and marketing platforms such as Google Analytics, GoogleAds, Facebook Business Manager, and more. To be proficient in the field, a good understanding of front-end technologies is required as well as an analytical mindset when it comes to extracting user data (do not worry if you do not know much about analytics or marketing at the beginning). The position also calls for infrequent meetings with clients and other parties involved to discuss analytics setups so good communication skills and good application of the English language go hand in hand. This would be what you'd begin with. After that, you'd move towards more complex Data collection tasks, such as installing and configuring modules for Magento that inject data onto the website's dataLayer. In addition, Data Engineer will work with preparing data pipelines that bring together information in data warehouses from different source systems (Ad platforms, Web analytics platforms, order management systems, email, and marketing automation platforms, etc). Integrate, consolidate, cleanse and structure the data for further analytical purposes. The position is a mix of development concepts, analytics, marketing, morals and ethics, some legal matters, and efficient communication between various parties - project management, developers, other marketing people, and clients.   Technical knowledge/skills we're looking for: Javascript:  Basic knowledge (primitive, complex data types, JSON, callback functions) Control flow (loops, logic gates) Functions and array methods (map, reduce, filter, etc) A firm understanding of DOM element manipulation   Query selectors Event listeners & event bubbling (delegation) Adding & changing the page content Changing CSS styles programmatically Class manipulation DOM scraping   asynchronous vs synchronous fundamentals (async/await, promises), local storage manipulation (cookies, localStorage, sessionStorage, and cache) ES6 and ES5 syntax   Javascript frameworks - a basic understanding of how single-page applications work under the hood, most optimal to have: React. HTML & CSS - needed for DOM manipulation; mostly done via Google Tag Manager RegEx Network requests - an understanding of headers, body, payloads  Additional bonus points if:  Knowledge and previous experience with Google Analytics, Google Tag Manager Previous experience in Digital Marketing field Knowledge and previous experience with running A/B tests Experience working with databases  Our promise to you!  Active and interesting Online Office - games, gatherings, discussions, activities… Crowdbonus - every month colleagues reward each other Optional flexible working hours Professional certification Health Insurance Language course coverage Commitment to your professional growth - we'll provide you with the necessary courses, learning materials, and mentorship to support your growth. You will work on interesting, complex, and innovative projects with senior colleagues to help you adapt fast and more! You will find it out when you join the interview! ",Английский — B2 — Средне-продвинутый JavaScript CSS HTML Английский язык HTML5 English - B,https://hh.ru/vacancy/54985694?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
ML Engineer/Data Scientist,з/п не указана,Gurtam,Минск,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Мы- Gurtam, продуктовая IT-компания, известная во всем мире собственной системой GPS мониторинга. То, что сейчас модно называть IoT, мы создаем уже более 18 лет, а нашей системой пользуются компании в 130+ странах мира. Чтобы сделать наш продукт еще лучше и приносить еще больше пользы, приглашаем в команду ML Engineer. Обязанности:  Построение, валидация и имплементация передовых алгоритмов машинного обучения в сфере телематики и IoT, например:  - детектирование аномалий на временных рядах (кража топлива, износ оборудования, кража авто и пр.); - контроль качества вождения; - типизация транспорта; - оптимизация затрат в сфере логистики;  Анализ больших объемов структурированной информации для выявления закономерностей и построения гипотез. Взаимодействие с менеджерами по продукту и инженерами. Помощь в решении алгоритмических задач. Формирование гипотез / формирование ML бэклога. Документирование.  Требования:  Опыт разработки на Python. Уверенное владение фреймворками машинного обучения: PyTorch, Tensorflow, Keras. Уверенное владение библиотеками: scikit-learn, numpy, pandas. Визуализация данных: bokeh/plotly, matplotlib, seaborn. Опыт работы с big data (Dask, PySpark). Практический опыт разработки AI/ML алгоритмами; Понимание основных идей и теоретических основ машинного обучения. Аналитический склад ума. Коммуникативные навыки (способность выражать мысли доступно и чётко, умение слушать и слышать). Самостоятельность и обучаемость.  Плюсом будет:   Опыт в разработке API на Python (FastApi/ Django). Опыт работы с MLflow, Airflow, Docker.  Условия:  причастность к росту и развитию продуктовой IT-компании с мировым именем; гибкий график работы, возможность работать как из офиса, так и полностью удаленно; поддержку любой формы профессионального обучения, планирование развития сотрудников; дополнительные социальные гарантии (медицинская страховка, психологическое консультирование, йога онлайн, подарки от компании на значимые события и другое).  Gurtam – искусство видеть больше! Благодарим Вас за внимание к Gurtam. Если описанные Вами в резюме навыки и умения соответствуют требованиям к вакансии и нашим ожиданиям, мы свяжемся с Вами в течение ближайших 5 рабочих дней для короткого телефонного интервью.",Python SQL Linux Docker ML PyTorch Data Science Machine Learnin,https://hh.ru/vacancy/55108462?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Scientist / Machine Learning engineer,з/п не указана,ООО СФ Лабс,Москва,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Hey, it is First Stage Labs! We are a venture studio focused on building and scaling Web3-startups for mass audiences from the ground up. We partner with exceptional founders, share our extensive expertise in product development, marketing and design with the goal to reach an escape velocity together. The companies we create are centered in the areas of NFT, DeFi, GameFi and SocialFi. In our project Ton.place we are looking for a Machine Learning engineer. Ton.place is a social media platform for content creators and influencers based on TON blockchain. We are building a space suitable both for content creators and their audiences. Ton.Place team has a background in launching multiple projects in dating industry with MAU count ranging from 200 thousand to 4 million people. The product has been fully launched and tested with plenty of registered users that purchase recurring subscriptions. We have a burning need for talented people who would help us reach new heights and achieve product and business goals. You should expect long hours of creative and thorough work that will fill you with joy from connecting audiences with their favorite content creators.   Responsibilities: • Architecting ML pipelines from data collection to building and training SVD models and boosting the final feed to the users. • Implementing feed delivery in production API is possible and welcome but not required. • Training various necessary models, including SVD, NMF, Factorization Machine, XGbost, LGBM, you name it. • Solving related engineering tasks that are not directly connected to models.   Qualifications: • Experience with ML frameworks. You are proficient in git clone and able to launch any kind of implementation. • Experience working on Linux OS (bash, htop, rsync, etc) • Experience training heavy data pipelines. • Experience launching models in production phase and building an MVP. • Experience working with feeds and/or content recommendation systems.   Preferred: • Experience in language-based segmentation or previous participation in Telegram DS-competitions • Experience in golang • Experience in reproducing articles code   We offer: • Competitive salary • An opportunity to create a product that will benefit others as much as benefit you • Sufficient resources for solving the tasks – you won’t have to train the models on your laptop  ",Git Linux Креативность recommendation system ranking fee,https://hh.ru/vacancy/54799199?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
ML инженер / Data Scientist,з/п не указана,ООО Go Mobile,"Маяковская, Новослободская, Пушкинская, Москва, Долгоруковская улица, 7",https://hh.ru/search/vacancy/map?vacancy_id=55130518&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Go Mobile — быстро растущее digital-агентство. Занимаемся онлайн-рекламой на всех каналах. Есть внутренняя разработка и собственные рекламные технологии. Наш второй офис находится в Индонезии. Go Predicts - отдел, занимающийся разработкой продукта. Этот сервис позволяет нашим клиентам увеличивать эффективность маркетинговых активностей в digital благодаря прогнозированию глубоких характеристик пользователей мобильных приложений. Делаем мы это на основе кастомных подходов в работе с данными и построению моделей для прогнозирования поведения. Работая с нами, ты влияешь на все части нашего продукта, а также на то, в каком направлении мы планируем развиваться. Больше всего мы ценим в людях инициативность, смелость, самостоятельность и вовлеченность - это основа нашего подхода к работе и созданию продуктов. Тебе предстоит:   Разрабатывать и тестировать модели, способные обучаться на данных разных клиентов;   Деплоить модели в нашу систему;   Продумывать архитектуру обработки данных от получения до использования в моделях;   Придумывать способы автоматизировать работу сервиса:   Получение данных;   Обработку данных;   Создание и обучение моделей;   Мониторинг работы моделей;   Дообучение моделей.     Мы очень приветствуем, когда ты:   В курсе запросов клиентов и направления развития рынка, генерируешь идеи для улучшения продукта;   Ищешь и сообщаешь нам о частях продукта, которые можно делать лучше.   Необходимые навыки:   Свободное владение SQL и Python 3;   Опыт построения нейронных сетей в задачах обработки последовательностей;   Опыт работы с базами данных (PostgreSQL, Clickhouse);   Знание высшей математики на уровне понимания используемых технологий;   Опыт работы с фреймворками глубокого обучения (Pytorch, Scikit-learn);   Уровень владения библиотеками:   Tensorflow / PyTorch: создание кастомных моделей, уверенное знание стандартных;   Pandas, Scikit-learn: создание кастомных трансформеров для подготовки данных, уверенное знание стандартных;     Опыт использования доп. фреймворков, аналогичных PyTorch Lightning, TensorBoard и т.д;   Плюсом будет опыт в работе с системами обработки данных: Kafka, Airflow и т.д.   Мы предлагаем:   Гибридный формат работы;   Стабильную заработную плату, комфортный диджитальный офис на Маяковской;   Проекты от крупнейших российских и международных брендов;   Корпоративный фитнес, ДМС, индивидуальный план обучения, оплата дополнительного обучения;   Корпоративный Netflix, эко-активности и прочие “плюшки”;   100-метровая веранда для курильщиков и чильщиков;   Чай/кофе/какао/соевое молоко и фрукты/овощи;   Каждый месяц корпоративные тусовки.   Мы идеально подходим для сов, потому что наш график 5/2, с 11 до 20.",Python PostgreSQL PyTorch Tensorflow Pandas Scikit-lear,https://hh.ru/vacancy/55130518?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,Лаборатория Касперского,"Москва, Водный стадион",,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Разработкой ETL процедур. Построением DWH. Миграцией данных.Знание SQL на продвинутом уровне. Знание bash/shell. Знание Apache Spark. Знание Apache Airflow.,Английский — B1 — Средний Python Spark SSRS SQL Hadoop Работа с базами данных Работа с большим объемом информаци,https://hh.ru/vacancy/55121288?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Senior Data Engineer,з/п не указана,iTechArt Group,Ташкент,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","TechArt занимается разработкой и тестированием приложений, благодаря которым наши клиенты попадают в топ-рейтинги и завоевывают пользователей по всему миру. Наша работа – это постоянное развитие и движение вперед. Поэтому вырасти из 300 человек до 3500, открыть офисы в 7 странах, стать лауреатами престижных наград Stevie, Inc. 5000, Clutch.co – далеко не предел. Обязанности:  Проектирование и внедрение преобразованных данных Сбор, хранение и подготовка данных для дальнейшего использования другими членами команды Управление различными базами данных и крупномасштабными системами обработки с целью обеспечения легкого доступа к требуемой информации, содержащейся в ней Проектирование, создание и поддержка аналитической инфраструктуры.  Требования:  Опыт работы со Spark и Kafka от 4 лет Понимание моделирования данных и хранения данных Понимание SQL и NoSQL Уверенные знания одного из языков Python, C/C++, Java, Scala, Golang Практический опыт работы с AWS, GCP или Azure Практический опыт построения ETL процессов Опыт работы с Docker Уровень английского не ниже Intermediate.  Условия:  Гибкий график Рабочая неделя 5/2, 40 часов в неделю Корпоративные дисконты в заведениях и магазинах Тимбилдинги Занятия английским на бесплатных курсах Медицинская поддержка Участие в конференциях и митапах, организованных компанией. ",Английский — B1 — Средний SQL Python Java SCALA ETL Kafka Spark Docker C/C+,https://hh.ru/vacancy/55163797?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Team Lead Data Engineer,з/п не указана,Банки.ру,"Нахимовский проспект, Москва, Одесская улица, 2кА",https://hh.ru/search/vacancy/map?vacancy_id=54740696&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Банки.ру — самый большой финансовый супермаркет в России, высокотехнологичная компания, которая успешно конкурирует на рынке труда как работодатель в сфере IT и цифрового маркетинга. Более 70% нашего штата — это IT-специалисты и digital-маркетологи. Мы помогаем клиентам в выборе самых выгодных финансовых продуктов, предоставляем оперативную и достоверную информацию о финансовом рынке, являемся площадкой для обсуждения вопросов, связанных с работой банков и страховых, инвестиционных компаний (более 850 000 отзывов реальных людей). Мы создаём сервисы, которыми ежемесячно пользуемся сами, пользуются наши близкие и друзья и ещё 11 миллионов человек. Обязанности:  Внедрять и поддерживать ML-решения в продакшне. Подготавливать данные для ML: разрабатывать ETL и хранилище. Выстраивание MLOps и CI/CD процессов вместе с инженерами DevOps. Разрабатывать и внедрять фреймворки для управления жизненным циклом ML решений. Заниматься стандартизацией и совершенствованием ML процессов, повышать их эффективность и надежность, упрощать процессы внедрения ML решений в production. Ревьювить код и улучшать техническое качество продукта.  Требования:  Опыт работы в роли teamlead в ML проектах, DWH/BI или продуктовых командах. Умение спроектировать архитектуру приложения и хранилища. Опыт ML-разработки. Отличное владение Python и основными ML-библиотеками (numpy, pandas, sklearn, keras и т.п.). Опыт работы с Docker и k8s.  Условия:  Достойная оплата труда (обсуждается индивидуально на встрече) + полугодовые премии. Официальное оформление по ТК РФ с первого рабочего дня. Участие в конференциях, митапах, обучающих курсах. Возможность карьерного роста внутри команды. ДМС+стоматология, иностранный язык, фитнес, профессиональное обучение, такси, отсутствие дресс-кода, гибкое начало рабочего дня. Можно рассмотреть вариант работы частично удаленно, полностью удаленно или в офисе. Офис в шаговой доступности от м. Нахимовский пр-т. ",Python Docker Работа с большим объемом информации CI/CD M,https://hh.ru/vacancy/54740696?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Senior Data Engineer/Data Engineer,з/п не указана,Криптонит,"Василеостровская, Санкт-Петербург, Уральская улица, 4",https://hh.ru/search/vacancy/map?vacancy_id=45600881&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Мы разрабатываем аналитические системы на базе единой платформы, которые позволяют безопасно работать с данными независимо от их формата, метода хранения и эксплуатации. Платформа основана на концепции Infrastructure as Code (IAC) и состоит из нескольких независимых программных продуктов и сервисов на базе JVM/Scala и Kubernetes. Она обеспечивает высокий уровень потоковой обработки и хранения данных, управления доступом и метаданными, а также контролем их использования в периметре частных облачных сред.Для участия в разработке аналитической платформы требуется Data Engineer. Технологический стек:  Языки программирования: Scala, Python. Обработка и хранение данных: Spark, Flink, Kafka, ClickHouse, Cassandra, ElasticSearch. Прочие технологии и фреймворки: Finagle, Jackson, ScalaTest, Docker.  Задачи:  Реализация компонентов платформы, связанных с обработкой больших данных. Реализация распределенных алгоритмов на больших данных и внедрение моделей машинного обучения. Формирование и обработка больших наборов данных. Участие в разработке архитектуры платформы.  Наши ожидания:  Профильное образование: информационные технологии, статистика, математика. Опыт работы по специальности от 3-х лет (для Senior Data Engineer от 5 лет). Опыт разработки на Scala или Java от 1-го года (для Senior Data Engineer от 3-х лет). Знание особенностей реализации различных алгоритмов и структур данных. Опыт работы в команде.  Будет плюсом:  Опыт работы с Apache Spark, Flink, Kafka. Опыт работы с распределенными БД: Cassandra, HBase, ElasticSearch и т.д. Глубокое понимание особенностей архитектуры JVM. Интерес к технологиям Data Science, участие в конкурсах по машинному обучению.  Что мы предлагаем:   Работу в развивающейся технологической компании.  Комфортные рабочие места в современном офисе, зона отдыха. Оформление в соответствии с ТК РФ. Заработную плату на уровне лидеров индустрии. Гибкий график для совмещения с научной и преподавательской деятельностью. ДМС + стоматология. Тестирование на COVID в медцентрах, в офисе и на дому. Курсы английского языка, в том числе с носителем языка. Возможность участия в профессиональных конференциях. Корпоративные скидки в фитнес-клуб World Class. Спортивные активности. Релокационный пакет для специалистов из других регионов. Работу дистанционно, в офисе или комбинированный формат. ",SCALA Kafka Clickhouse Cassandra Data Engineering Python DWH ETL SQL Finagl,https://hh.ru/vacancy/45600881?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
"Аналитик данных, Data Engineer",з/п не указана,Пикта. Карьера в Пикта,Самара,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Над чем мы работаем? Мы оказываем сервис высокого уровня с применением цифровых технологий (RPA, AI). В настоящее время занимаемся разработкой ряда технологичных решений, которые в перспективе составят полный комплект сервисов цифрового бэк-офиса под ключ. Мы развиваемся, наша команда растет, уже сейчас в штате более 1000 квалифицированных специалистов.   Какие задачи предстоит решать:   Разработка ETL- процедур извлечения, подготовки, загрузки данных;    Физическое проектирование хранилищ данных;    Разработка новых и поддержка существующих дашбордов BI;    Анализ источников данных;    Проектирование, разработка и тестирование скриптов на языке SQL;    Разработка и тестирование сценариев в ETL - среде.   Что бы мы хотели видеть в кандидате:  Высшее техническое образование; Опыт работы с ETL-инструментами; Опыт трансформации данных (PL/SQL) и работы с большими объемами данных; Понимание архитектуры хранилищ данных; Опыт работы с BI инструментами (Tableau, Power BI); Знание SQL на уровне написания сложных запросов; Знание Python и его инструментов работы с данными; Знание Power Query/DAX/M.    Что мы предлагаем: 1. Удаленная работа. В нашей компании работают сотрудники со всей страны. 2. Официальное трудоустройство. Белая заработная плата (оклад+премия). 3. Расширенный социальный пакет. Каждому сотруднику оформляем полис ДМС, компенсируем расходы на мобильную связь и стоимость абонемента в фитнес-клуб. 4. График работы 5/2. Работаем в будни, в выходные и праздники – отдыхаем, пятница – сокращенный день. 5. Работа в крупной стабильной компании. Пикта успела завоевать доверие более 150 клиентов, предприятий крупного и среднего бизнеса из нефтехимической, телекоммуникационной, банковской отраслей, а также сфер IT, ритейла, HoReCa и др. 6. Возможность профессионального развития. Мы постоянно работаем над новыми задачами и проектами, поддерживаем стремление сотрудников повышать свой скилл и всячески способствуем этому :)",SQL Power BI Работа с базами данных ETL Tablea,https://hh.ru/vacancy/52473413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data engineer,з/п не указана,ПАО Промсвязьбанк,"Павелецкая, Москва, Дербеневская набережная",https://hh.ru/search/vacancy/map?vacancy_id=54917540&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Разработкой ETL процедур. Построением DWH. Миграцией данных.Знание SQL на продвинутом уровне. Знание bash/shell. Знание Apache Spark. Знание Apache Airflow.,Python SQL Power BI Анализ данных VB,https://hh.ru/vacancy/54917540?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer (MY.GAMES),з/п не указана,"VK, MY.GAMES",Москва,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Разрабатываем аналитические системы, которые умеют строить прогнозные модели выручки и окупаемости со множеством метрик и переменных. Автоматизируем рекламные кампании с...Опыт работы с хранилищами данных от 3х лет. Опыт работы с Hadoop от 1 года. Опыт программирования на языке...",Python SQL Big Data Статистик,https://hh.ru/vacancy/52236754?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Инженер практики развития продуктов управления данными (Data Governance) [id7778],з/п не указана,ПАО «Газпром нефть»,"Санкт-Петербург, Гороховая улица, 16/71",https://hh.ru/search/vacancy/map?vacancy_id=55217226&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Выявлять заинтересованные стороны проекта, определять цели и задачи проекта. Организовывать предпроектное обследование, формализацию бизнес-процессов и процессов работы с данными. Имеешь опыт управления проектами внедрения и/или развития информационных систем. Готов брать на себя ответственность за достижение целей проекта. ",PostgreSQL Английский язык ETL MS SQL Server Управление проектам,https://hh.ru/vacancy/55217226?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
